id,title,original_language,overview,popularity,release_date,vote_average,vote_count
6270,Whip It,en,"In Bodeen, Texas, Land Of The Dragon, an indie-rock loving misfit finds a way of dealing with her small-town misery after she discovers a roller derby league in nearby Austin.",15.899,4/9/2009,6.7,986
6271,Dolores Claiborne,en,"Dolores Claiborne was accused of killing her abusive husband twenty years ago, but the court's findings were inconclusive and she was allowed to walk free. Now she has been accused of killing her employer, Vera Donovan, and this time there is a witness who can place her at the scene of the crime. Things look bad for Dolores when her daughter Selena, a successful Manhattan magazine writer, returns to cover the story.",27.499,3/24/1995,7.2,692
6272,Causeway,en,"A US soldier suffers a traumatic brain injury while fighting in Afghanistan and struggles to adjust to life back home in New Orleans. When she meets local mechanic James, the pair begin to forge an unexpected bond.",19.64,10/28/2022,6.6,365
6273,The Night Comes for Us,id,"After sparing a girl's life during a massacre, an elite Triad assassin is targeted by an onslaught of murderous gangsters.",20.655,10/5/2018,6.9,639
6274,High Fidelity,en,"When record store owner and compulsive list-compiler Rob Gordon gets dumped by his long-time girlfriend, Laura, because he hasn't changed since they met, he revisits his top five breakups of all time in order to figure out what went wrong. As he examines his failed attempts at romance and happiness, the process finds him being dragged, kicking and screaming, into adulthood.",18.647,3/17/2000,7.1,1832
6275,Invincible,en,"Inspired by the true story of Vince Papale, a man with nothing to lose who ignored the staggering odds and made his dream come true. When the coach of Papale's beloved hometown football team hosted an unprecedented open tryout, the public consensus was that it was a waste of time – no one good enough to play professional football was going to be found this way.",18.048,8/25/2006,7,863
6276,The Cannonball Run,en,"A cross-country road race is based on an actual event, the Cannonball Baker Sea to Shining Sea Memorial Trophy Dash, organized by Brock Yates to protest the 55 mph speed limit then in effect in the U.S. The Cannonball was named for Erwin G. ""Cannonball"" Baker, who in the roaring 20's rode his motorcycle across the country. Many of the characters are based on ruses developed by real Cannonball racers over the several years that the event was run.",20.896,6/19/1981,6.1,570
6277,Death Wish II,en,Paul Kersey is again a vigilante trying to find five punks who murdered his housekeeper and daughter in Los Angeles.,14.395,2/20/1982,6.3,413
6278,Hellraiser: Hellworld,en,Gamers who participate in an online role-playing game called Hellworld are invited to a rave whose host plans to show them all the truth behind the Cenobite mythos.,18.346,9/6/2005,4.8,292
6279,The Wraith,en,"Packard Walsh and his motorized gang control and terrorize an Arizona desert town where they force drivers to drag-race so they can 'win' their vehicles. After Walsh beats the decent teenager Jamie Hankins to death after finding him with his girlfriend, a mysterious power creates Jake Kesey, an extremely cool motor-biker who has a car which is invincible. Jake befriends Jamie's girlfriend Keri Johnson, takes Jamie's sweet brother Bill under his wing and manages what Sheriff Loomis couldn't; eliminate Packard's criminal gang the hard way...",19.394,11/21/1986,6.4,397
6280,Miracle in Cell No. 7,ko,A story about a mentally ill man wrongfully imprisoned for murder and his relationship with his 6 year old daughter.,18.346,1/23/2013,7.9,398
6281,The Party 2,fr,A young French teenage girl after moving to a new city falls in love with a boy and is thinking of having sex with him because her girlfriends have already done it.,12.943,12/8/1982,6.4,598
6282,Megan Leavey,en,"The true story of Marine Corporal Megan Leavey, who forms a powerful bond with an aggressive combat dog, Rex. While deployed in Iraq, the two complete more than 100 missions and save countless lives, until an IED explosion puts their faithfulness to the test.",23.65,6/9/2017,7.3,725
6283,Crocodile Dundee,en,"When a New York reporter plucks crocodile hunter Mick Dundee from the Australian Outback for a visit to the Big Apple, it's a clash of cultures and a recipe for good-natured comedy as naïve Dundee negotiates the concrete jungle. He proves that his instincts are quite useful in the city and adeptly handles everything from wily muggers to high-society snoots without breaking a sweat.",21.893,9/26/1986,6.4,1754
6284,Stealth,en,"Deeply ensconced in a top-secret military program, three pilots struggle to bring an artificial intelligence program under control ... before it initiates the next world war.",17.393,7/27/2005,5.4,959
6285,OtherLife,en,"Ren Amari is the driven inventor of a revolutionary new drug. OtherLife expands the brain's sense of time and creates virtual reality directly in the user's mind. With OtherLife, mere seconds in real life feel like hours or days of exciting adventures. As Ren and her colleagues race around the clock to launch OtherLife, the government muscles in to use the drugs as a radical solution to prison overcrowding. They will create virtual cells where criminals serve long sentences in just minutes of real time. When Ren resists, she finds herself an unwilling guinea pig trapped in a prison cell in her mind. She must escape before she descends into madness, and then regain control of OtherLife before others suffer the same fate.",19.649,6/16/2017,6.3,376
6286,Stuart Little 3: Call of the Wild,en,"With school out for the summer,  The Littles are vacationing in a cabin by the lake, and Stuart is so excited he could burst! But when Snowbell the cat is captured by a mean-spirited creature known simply as the Beast, it's up to Stuart and a skunk named Reeko to rescue him and a few other friends.",13.443,7/14/2005,5.2,456
6287,Can't Hardly Wait,en,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",14.392,6/12/1998,6.2,488
6288,Batman: Gotham by Gaslight,en,"In an alternative Victorian Age Gotham City, Batman begins his war on crime while he investigates a new series of murders by Jack the Ripper.",25.349,1/12/2018,6.7,657
6289,"Ben 10: Ben 10,010",en,"In a future where an adult Gwen Tennyson is president and the world is being taken over by the alien horde known as the Xerge, a disillusioned Ben 10000 is called out of retirement to recruit his 10-year old version from the past.",18.169,4/2/2021,6.3,82
6290,Monk Comes Down the Mountain,zh,"A monk leaves his monastery and ventures out into the real world for the first time in his life, and ends up in an adventure with a kung-fu master who is guarding a special artifact.",13.806,7/3/2015,5.1,87
6291,Puella Magi Madoka Magica the Movie Part III: Rebellion,ja,"Following Madoka's rewriting of the universe, sacrificing herself and her happy normal days to save all magical girls from the cruel fate that awaited them by wiping witches out of existence, the despair still manifest into creatures known as nightmares. Magical girl Homura Akemi continues to fight alone in the hope that she will be able to see Madoka smile again.",16.645,10/26/2013,7.7,168
6292,October Sky,en,"Based on the true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes, and eventually became a NASA scientist.",13.391,2/19/1999,7.6,1143
6293,Dangerous Beauty,en,"Veronica is brilliant, gifted and beautiful, but the handsome aristocrat she loves, Marco Venier, cannot marry her because she is penniless and of questionable family. So Veronica's mother, Paola, teaches her to become a courtesan, one of the exotic companions favored by the richest and most powerful Venetian men. Veronica courageously uses her charms to change destiny -- and to give herself a chance at true love.",18.191,2/20/1998,7.1,242
6294,Twin Murders: The Silence of the White City,es,"Vitoria-Gasteiz, Basque Country, Spain, 2019. Two corpses appear in the crypt of the Old Cathedral. Police officer Unai López de Ayala, an expert in criminal profiling, must hunt down the ritual murderer who has been terrorizing the city for two decades.",14.901,10/25/2019,5.6,307
6295,Salyut-7,ru,"USSR, June 1985. After contact with the Salyut 7 space station is lost, cosmonauts Vladimir Dzhanibekov and Viktor Savinykh dock with the empty, frozen craft, and bring her back to life. Based on actual events.",11.758,9/22/2017,7.1,424
6296,After Porn Ends 3,en,After Porn Ends 3 continues to explore whether a career as an adult performer is inherently damaging to the balance of a perfomer's life once retired.,22.055,10/30/2018,5.4,97
